Gender,Age,Height,Weight,H_Cal_Consump,Veg_Consump,Water_Consump,Alcohol_Consump,Smoking,Meal_Count,Food_Between_Meals,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Transport,Body_Level
Male,33.009285,1.741192,84.773349,yes,2.0,2.035954,no,no,3.0,Sometimes,yes,no,1.210736,0.0,Automobile,Body Level 3
Female,22.89974,1.661715,82.595793,yes,1.203754,2.765593,Sometimes,no,1.355354,Sometimes,yes,no,0.128342,1.659476,Public_Transportation,Body Level 4
Male,17.671064,1.854706,59.20945,yes,2.707666,2.026547,no,no,3.737914,Sometimes,yes,no,2.009397,0.613971,Automobile,Body Level 1
Male,20.825962,1.793378,105.655037,yes,2.0,1.155384,Sometimes,no,3.0,Sometimes,yes,no,0.003938,0.526999,Public_Transportation,Body Level 4
Female,25.992348,1.606474,104.954291,yes,3.0,2.331123,Sometimes,no,3.0,Sometimes,yes,no,0.063383,0.561661,Public_Transportation,Body Level 4
Female,22.857123,1.62686,82.410189,yes,2.640801,2.022355,Sometimes,no,1.015488,Sometimes,yes,no,0.244749,0.289218,Public_Transportation,Body Level 4
Male,21.473078,1.694423,80.311273,yes,2.0,2.0,no,no,2.646717,Sometimes,yes,no,2.627515,1.358812,Public_Transportation,Body Level 3
Male,24.657598,1.7088,83.520113,yes,2.689577,2.279214,Sometimes,no,2.714115,Sometimes,yes,no,0.970661,0.828549,Public_Transportation,Body Level 3
Female,20.255616,1.534223,41.268597,yes,2.673638,1.249074,Sometimes,no,2.779379,Frequently,no,no,0.043412,0.403694,Public_Transportation,Body Level 1
Female,30.255744,1.652084,73.575981,yes,2.0,1.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.018877,Automobile,Body Level 3
Female,19.0,1.64,53.0,yes,3.0,1.0,no,no,3.0,Sometimes,yes,no,1.0,1.0,Public_Transportation,Body Level 2
Female,25.472995,1.688911,78.434492,yes,2.182401,2.456939,Frequently,no,2.832018,Sometimes,yes,no,0.038809,0.524015,Public_Transportation,Body Level 3
Female,25.951737,1.629442,104.835346,yes,3.0,2.225139,Sometimes,no,3.0,Sometimes,yes,no,0.035928,0.565315,Public_Transportation,Body Level 4
Male,23.0,1.735659,93.429205,yes,2.0,1.249307,no,no,3.0,Sometimes,yes,no,0.973465,1.0,Public_Transportation,Body Level 4
Female,39.170029,1.688354,79.278896,yes,3.0,2.994515,no,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 3
Male,18.0,1.806827,108.829395,yes,2.0,2.416213,no,no,1.24884,Sometimes,yes,no,1.0,1.546738,Public_Transportation,Body Level 4
Male,18.0,1.85,60.0,yes,3.0,2.0,Sometimes,no,4.0,Sometimes,yes,yes,2.0,0.0,Automobile,Body Level 1
Male,37.765356,1.763582,117.86159,yes,2.145114,2.038128,Sometimes,no,2.888193,Sometimes,yes,no,0.852344,0.0,Automobile,Body Level 4
Female,23.0,1.608469,82.954796,yes,2.150054,2.768325,no,no,2.988539,Sometimes,yes,no,2.08515,0.0,Public_Transportation,Body Level 4
Male,22.0,1.67,62.0,yes,2.0,2.0,Sometimes,no,1.0,no,no,no,0.0,0.0,Public_Transportation,Body Level 2
Female,21.0,1.62,64.0,no,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.0,1.0,Public_Transportation,Body Level 2
Female,22.307413,1.605495,82.528575,yes,2.049112,2.280555,no,no,2.622055,Sometimes,yes,no,2.052896,0.896185,Public_Transportation,Body Level 4
Male,24.0409,1.603226,99.605527,yes,3.0,1.0,no,no,1.262831,Sometimes,yes,no,0.883171,1.382995,Public_Transportation,Body Level 4
Female,38.0,1.5,60.0,yes,2.0,2.0,Sometimes,yes,1.0,Always,yes,no,0.0,0.0,Automobile,Body Level 3
Female,20.924956,1.752531,133.618706,yes,3.0,2.887659,Sometimes,no,3.0,Sometimes,yes,no,1.480919,0.779641,Public_Transportation,Body Level 4
Female,21.165574,1.617749,68.908136,yes,1.188089,2.039535,Sometimes,no,3.269088,Sometimes,yes,no,0.779686,1.043108,Public_Transportation,Body Level 3
Male,22.975526,1.701986,95.0,yes,2.0,2.02127,no,no,3.0,Sometimes,yes,no,1.814869,1.066603,Public_Transportation,Body Level 4
Female,19.005725,1.599999,73.513873,no,2.942154,2.184768,Sometimes,no,2.667711,Sometimes,yes,no,1.524405,0.805008,Public_Transportation,Body Level 3
Female,25.999174,1.638218,104.810024,yes,3.0,2.654636,Sometimes,no,3.0,Sometimes,yes,no,0.069238,0.629578,Public_Transportation,Body Level 4
Male,18.0,1.7,80.0,no,3.0,1.0,no,no,1.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 3
Male,17.469417,1.798645,59.612717,yes,2.336044,2.0,no,no,4.0,Sometimes,yes,no,2.0,0.133005,Automobile,Body Level 1
Female,24.0,1.56,51.0,no,3.0,2.0,Frequently,no,3.0,Frequently,no,no,2.0,2.0,Public_Transportation,Body Level 2
Female,22.654316,1.621233,82.0,yes,1.063449,2.0,Sometimes,no,1.0,Sometimes,yes,no,0.0,1.482016,Public_Transportation,Body Level 4
Male,20.0,1.8,75.0,yes,3.0,3.0,Sometimes,no,4.0,Always,no,no,2.0,0.0,Public_Transportation,Body Level 2
Male,19.895877,1.80733,85.073801,yes,2.801514,2.734782,Sometimes,no,3.0,Sometimes,yes,no,2.207881,0.143675,Public_Transportation,Body Level 3
Male,17.997009,1.742654,85.0,no,2.0,2.976229,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.121992,Public_Transportation,Body Level 3
Male,21.0,1.85,68.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,1.0,Public_Transportation,Body Level 2
Female,25.966504,1.63073,104.790549,yes,3.0,2.436097,Sometimes,no,3.0,Sometimes,yes,no,0.129178,0.683736,Public_Transportation,Body Level 4
Female,22.596576,1.650052,87.272552,yes,2.87599,2.777712,no,no,1.2919,Sometimes,yes,no,0.432813,1.0,Public_Transportation,Body Level 4
Female,37.0,1.5,75.0,yes,2.0,1.0,Sometimes,no,3.0,Frequently,yes,no,0.0,0.0,Motorbike,Body Level 4
Female,39.29266,1.567131,80.0,yes,2.025479,1.941224,Sometimes,no,1.046144,Sometimes,yes,no,1.983265,0.0,Automobile,Body Level 4
Female,19.504696,1.590317,42.367615,no,2.959658,1.0,Sometimes,no,3.0,Frequently,no,no,1.522399,0.0,Public_Transportation,Body Level 1
Male,21.544554,1.84998,122.609911,yes,3.0,1.179254,Sometimes,no,1.971659,Sometimes,yes,no,0.178856,0.0,Public_Transportation,Body Level 4
Male,23.812795,1.767121,116.164351,yes,1.655684,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.976425,0.690082,Public_Transportation,Body Level 4
Female,42.189023,1.647768,79.165306,yes,2.0,1.0,no,no,3.0,Sometimes,yes,no,0.0,1.48189,Automobile,Body Level 3
Male,18.04892,1.721384,99.430612,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,1.579431,0.839862,Public_Transportation,Body Level 4
Male,17.758315,1.854162,59.881316,yes,2.966126,2.0,no,no,3.96981,Sometimes,yes,no,2.000088,0.378619,Automobile,Body Level 1
Male,25.0,1.83,121.0,no,3.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,2.0,0.0,Walking,Body Level 4
Female,26.0,1.629191,104.826776,yes,3.0,2.654702,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.555468,Public_Transportation,Body Level 4
Male,26.0,1.745033,80.0,yes,2.217267,2.0,Sometimes,no,1.193589,Sometimes,yes,no,2.0,0.0,Public_Transportation,Body Level 3
Male,19.576682,1.834715,89.429199,yes,2.342323,2.878866,Sometimes,no,3.60885,Sometimes,yes,no,2.0,0.208323,Public_Transportation,Body Level 3
Male,55.24625,1.769269,80.491339,yes,2.0,2.0,no,no,3.0,Sometimes,no,no,1.0,0.0,Automobile,Body Level 3
Male,25.758307,1.766547,115.45845,yes,2.203962,2.15687,Sometimes,no,3.0,Sometimes,yes,no,1.289421,1.220767,Public_Transportation,Body Level 4
Male,18.0,1.74,86.0,no,3.0,2.0,no,no,3.0,Sometimes,no,no,3.0,0.0,Public_Transportation,Body Level 3
Male,23.562135,1.717432,75.371244,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.121585,1.967259,Public_Transportation,Body Level 3
Male,24.443011,1.873368,121.82962,yes,2.722161,2.375707,Sometimes,no,2.658837,Sometimes,yes,no,1.299469,0.0,Public_Transportation,Body Level 4
Male,21.997335,1.65,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.527341,2.0,Public_Transportation,Body Level 3
Male,19.223259,1.706082,78.073528,no,1.961347,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.655488,1.0,Public_Transportation,Body Level 3
Female,25.954995,1.592529,102.874549,yes,3.0,1.074412,Sometimes,no,3.0,Sometimes,yes,no,0.006265,0.845633,Public_Transportation,Body Level 4
Female,22.025438,1.640426,87.344156,yes,3.0,3.0,no,no,1.0,Sometimes,yes,no,1.280924,1.77795,Public_Transportation,Body Level 4
Female,19.816228,1.507853,64.259379,yes,2.568063,1.817983,Sometimes,no,3.0,Sometimes,no,yes,0.0,0.0,Public_Transportation,Body Level 3
Female,19.724106,1.734832,50.0,no,1.123939,1.0,Sometimes,no,4.0,Frequently,no,no,1.303976,0.371941,Public_Transportation,Body Level 1
Male,23.245408,1.707968,75.383716,yes,2.5621,1.172427,Sometimes,no,3.105007,Sometimes,yes,no,0.184917,0.923082,Public_Transportation,Body Level 3
Female,18.634286,1.669354,126.088301,yes,3.0,1.144539,Sometimes,no,3.0,Sometimes,yes,no,0.922014,0.899673,Public_Transportation,Body Level 4
Male,24.481032,1.661277,90.744965,yes,1.712848,1.162153,no,no,3.0,Sometimes,yes,no,0.458981,0.885532,Automobile,Body Level 4
Female,21.0,1.52,42.0,yes,3.0,1.0,Sometimes,no,1.0,Frequently,no,no,0.0,0.0,Public_Transportation,Body Level 1
Female,21.0285,1.742364,78.664618,yes,2.780699,1.579207,Sometimes,no,1.101404,Sometimes,yes,no,1.153775,0.0,Public_Transportation,Body Level 3
Male,33.0,1.85,99.0,yes,2.0,3.0,Sometimes,yes,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Male,26.0,1.7,70.0,no,3.0,2.0,Frequently,no,1.0,Frequently,yes,no,2.0,0.0,Public_Transportation,Body Level 2
Female,22.0,1.56,49.0,yes,2.0,1.0,no,no,3.0,Sometimes,no,yes,2.0,0.0,Walking,Body Level 2
Female,17.781183,1.6,65.0,yes,3.0,2.0,Sometimes,no,2.973504,Sometimes,yes,yes,0.178976,0.166076,Public_Transportation,Body Level 3
Female,18.0,1.668555,85.607466,yes,2.081238,1.18363,no,no,3.0,Sometimes,yes,no,1.17177,0.0,Public_Transportation,Body Level 4
Male,30.02019,1.75834,112.010504,yes,1.868212,2.023328,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.613992,Automobile,Body Level 4
Male,38.644441,1.768235,117.792268,yes,2.230742,1.831187,Sometimes,no,2.920373,Sometimes,yes,no,0.756277,0.0,Automobile,Body Level 4
Male,17.210933,1.819557,58.325122,yes,2.5596,2.0,no,no,4.0,Sometimes,yes,no,2.0,0.331483,Automobile,Body Level 1
Female,20.190733,1.680762,125.418548,yes,3.0,1.124366,Sometimes,no,3.0,Sometimes,yes,no,0.877067,0.552006,Public_Transportation,Body Level 4
Female,26.0,1.618867,110.777391,yes,3.0,2.618198,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.380695,Public_Transportation,Body Level 4
Male,25.057878,1.763987,113.069667,yes,1.412566,2.002495,Sometimes,no,3.0,Sometimes,yes,no,1.592795,0.001867,Public_Transportation,Body Level 4
Male,46.491859,1.718097,88.600878,yes,2.129969,1.568035,no,no,3.0,Sometimes,yes,no,0.870127,0.0,Automobile,Body Level 3
Male,19.72925,1.793315,58.19515,yes,2.508835,2.076933,no,no,3.435905,Sometimes,yes,no,2.026668,1.443328,Automobile,Body Level 1
Male,29.0,1.641784,89.424947,yes,1.3307,1.880967,Sometimes,no,3.0,Sometimes,yes,no,0.322013,0.0,Automobile,Body Level 4
Female,38.547267,1.526472,75.150345,yes,2.0,1.084442,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Female,18.0,1.57,48.0,yes,3.0,1.0,no,no,1.0,Always,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Male,22.658572,1.784994,113.714521,yes,1.760038,2.003531,Sometimes,no,3.0,Sometimes,yes,no,1.089061,0.072264,Public_Transportation,Body Level 4
Male,25.550506,1.77274,114.254278,yes,2.175276,2.128176,Sometimes,no,3.0,Sometimes,yes,no,1.306476,0.079334,Public_Transportation,Body Level 4
Male,21.029633,1.607082,67.722222,yes,2.0,3.0,Sometimes,no,3.691226,no,yes,no,1.228136,0.3352,Public_Transportation,Body Level 3
Male,30.916426,1.781139,120.794535,yes,2.111887,2.357373,Sometimes,no,3.0,Sometimes,yes,no,0.425621,1.416353,Automobile,Body Level 4
Male,24.473062,1.653751,91.204753,yes,1.492834,1.005367,no,no,3.0,Sometimes,yes,no,0.922739,0.733221,Automobile,Body Level 4
Female,18.0,1.685633,90.032671,yes,2.496455,1.850344,Sometimes,no,3.0,Sometimes,yes,no,1.066101,0.732265,Public_Transportation,Body Level 4
Female,26.0,1.622771,109.959714,yes,3.0,2.679137,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.479348,Public_Transportation,Body Level 4
Female,21.0,1.54,56.0,yes,2.0,2.0,Sometimes,no,1.0,Sometimes,no,no,0.0,2.0,Public_Transportation,Body Level 2
Male,23.083621,1.848553,121.421121,yes,3.0,2.011023,Sometimes,no,2.567567,Sometimes,yes,no,0.916478,0.0,Public_Transportation,Body Level 4
Female,21.0,1.53,53.0,yes,3.0,2.0,Sometimes,no,3.0,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 2
Female,18.372563,1.589829,40.202773,yes,2.0,1.0,Sometimes,no,1.075553,Sometimes,no,no,0.127425,1.679442,Public_Transportation,Body Level 1
Male,20.261925,1.807538,85.316125,yes,2.0,1.968011,Sometimes,no,3.0,Sometimes,yes,no,1.072662,0.776758,Public_Transportation,Body Level 3
Female,21.478496,1.686936,51.256059,yes,3.0,1.910378,no,no,3.179995,Frequently,yes,no,0.480614,0.625079,Public_Transportation,Body Level 1
Male,25.062942,1.828391,120.998266,yes,3.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,1.685369,0.264969,Public_Transportation,Body Level 4
Male,39.0,1.79,90.0,no,2.0,2.0,Sometimes,no,1.0,Sometimes,no,no,0.0,0.0,Public_Transportation,Body Level 3
Male,21.587743,1.664752,94.256547,yes,2.0,2.0,no,no,2.976098,Sometimes,yes,no,0.0,1.39322,Public_Transportation,Body Level 4
Female,25.706285,1.585547,80.351263,yes,2.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,0.0,0.0,Public_Transportation,Body Level 4
Male,18.701766,1.704908,81.384224,yes,2.650629,1.708083,Sometimes,no,1.0,Sometimes,yes,no,1.876051,0.938791,Public_Transportation,Body Level 3
Female,25.999942,1.627483,104.881994,yes,3.0,2.569364,Sometimes,no,3.0,Sometimes,yes,no,0.159255,0.419446,Public_Transportation,Body Level 4
Male,21.017383,1.752391,79.109637,yes,3.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.57223,0.0,Automobile,Body Level 3
Male,32.241587,1.757961,87.906019,yes,2.0,1.855054,Sometimes,no,1.79558,Sometimes,yes,no,1.083572,0.218574,Public_Transportation,Body Level 3
Male,18.181821,1.662669,79.863546,no,2.492758,1.992586,no,no,2.270163,Sometimes,yes,no,1.452467,0.864583,Public_Transportation,Body Level 3
Female,21.0,1.5,42.3,no,1.0,2.0,no,no,1.0,Sometimes,yes,no,3.0,0.0,Public_Transportation,Body Level 2
Female,20.552695,1.523426,42.0,yes,3.0,1.185062,Sometimes,no,1.0,Frequently,no,no,0.0,0.076654,Public_Transportation,Body Level 1
Male,23.801436,1.855779,86.098523,yes,2.0,1.675733,Sometimes,no,2.372339,Sometimes,yes,no,1.066241,1.0,Automobile,Body Level 3
Female,18.094079,1.723328,50.0,yes,1.052699,1.0,Sometimes,no,3.998618,Frequently,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,28.393111,1.685462,99.540122,yes,2.774562,1.0,no,no,2.301129,Sometimes,yes,no,1.621733,0.138314,Public_Transportation,Body Level 4
Female,26.0,1.624134,111.531208,yes,3.0,2.609188,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.17403,Public_Transportation,Body Level 4
Female,40.951591,1.542122,80.0,yes,2.0,1.372811,Sometimes,no,1.105617,Sometimes,yes,no,1.629432,0.0,Automobile,Body Level 4
Female,32.278869,1.64602,74.147443,yes,2.885178,1.017006,Sometimes,no,2.562895,Sometimes,yes,no,0.588673,0.916291,Automobile,Body Level 3
Male,37.997912,1.76071,118.668332,yes,2.611222,1.796376,Sometimes,no,2.992083,Sometimes,yes,no,0.641954,0.20281,Automobile,Body Level 4
Male,19.97166,1.822573,85.084364,yes,2.995599,2.568157,Sometimes,no,3.095663,Sometimes,yes,no,2.7243,0.330457,Public_Transportation,Body Level 3
Female,23.0,1.65,80.0,yes,2.0,2.0,no,no,3.0,Always,yes,no,0.0,2.0,Public_Transportation,Body Level 3
Female,26.0,1.635905,111.571076,yes,3.0,2.511399,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.258472,Public_Transportation,Body Level 4
Male,19.0,1.71,71.0,yes,3.0,2.0,Sometimes,no,3.0,Sometimes,no,no,1.0,1.0,Public_Transportation,Body Level 2
Male,24.007488,1.617655,100.941357,yes,2.871016,1.016585,no,no,1.834472,Sometimes,yes,no,0.236168,0.974939,Public_Transportation,Body Level 4
Female,19.726522,1.508267,61.10403,yes,2.778079,1.696691,Sometimes,no,3.0,Sometimes,no,yes,0.94224,0.879925,Public_Transportation,Body Level 3
Female,18.0,1.5,58.0,yes,2.0,1.0,no,no,3.0,Sometimes,no,no,0.0,0.0,Public_Transportation,Body Level 3
Male,17.06713,1.896734,59.895052,yes,2.842102,2.0,no,no,3.34175,Sometimes,yes,no,2.511157,0.560351,Automobile,Body Level 1
Male,23.479181,1.680171,91.068054,yes,1.220024,1.046254,no,no,3.0,Sometimes,yes,no,0.520989,0.61599,Automobile,Body Level 4
Male,26.490926,1.872517,120.898397,yes,2.443538,2.939492,Sometimes,no,3.0,Sometimes,yes,no,1.208142,0.738935,Public_Transportation,Body Level 4
Female,21.016623,1.755427,78.300084,yes,3.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.877473,0.0,Public_Transportation,Body Level 3
Male,55.0,1.78,84.0,no,3.0,3.0,Frequently,no,4.0,Frequently,yes,yes,3.0,0.0,Walking,Body Level 3
Male,22.0,1.6,66.0,yes,3.0,2.0,no,no,3.0,Sometimes,no,no,3.0,0.0,Bike,Body Level 3
Male,30.444081,1.761068,118.370628,yes,2.571274,2.224164,Sometimes,no,3.0,Sometimes,yes,no,1.018158,1.152899,Automobile,Body Level 4
Female,21.0,1.52,42.0,yes,3.0,1.0,Sometimes,no,1.0,Frequently,no,no,0.0,0.0,Public_Transportation,Body Level 1
Female,19.376997,1.600264,45.0,no,3.0,2.949419,Sometimes,no,3.0,Frequently,no,yes,1.295697,0.0,Public_Transportation,Body Level 1
Male,20.914366,1.644751,101.067988,yes,2.801992,1.128942,no,no,1.343117,Sometimes,yes,no,0.233987,0.81998,Public_Transportation,Body Level 4
Female,39.213399,1.586301,80.0,yes,2.020502,1.93142,Sometimes,no,1.237454,Sometimes,yes,no,1.967973,0.0,Automobile,Body Level 4
Male,25.15462,1.758398,112.089022,yes,1.108663,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.230219,0.001716,Automobile,Body Level 4
Male,19.0,1.89,87.0,yes,2.0,2.0,Frequently,no,4.0,Frequently,no,no,3.0,1.0,Automobile,Body Level 2
Male,22.758998,1.859717,121.284533,yes,2.654076,1.78471,Sometimes,no,2.574108,Sometimes,yes,no,1.170537,0.0,Public_Transportation,Body Level 4
Female,25.561868,1.675185,110.621723,yes,3.0,1.49583,Sometimes,no,3.0,Sometimes,yes,no,0.109327,0.384129,Public_Transportation,Body Level 4
Male,23.329344,1.751365,95.290429,yes,2.0,3.0,no,no,3.0,Sometimes,yes,no,3.0,2.0,Public_Transportation,Body Level 4
Female,21.02064,1.65,88.129437,yes,2.870152,3.0,no,no,1.001383,Sometimes,yes,no,1.322558,1.0,Public_Transportation,Body Level 4
Male,20.0,1.83,85.0,no,3.0,3.0,Sometimes,no,3.0,Sometimes,yes,yes,3.0,0.0,Automobile,Body Level 3
Female,20.244359,1.559186,41.952805,yes,2.619835,1.198883,Sometimes,no,1.0,Frequently,no,no,0.0,0.751212,Public_Transportation,Body Level 1
Female,22.0,1.69,65.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,1.0,Public_Transportation,Body Level 2
Female,35.194089,1.673482,73.193589,no,3.0,1.591425,Sometimes,no,2.809716,Sometimes,yes,no,0.178023,0.0,Automobile,Body Level 3
Female,18.120739,1.807576,152.567671,yes,3.0,2.164718,Sometimes,no,3.0,Sometimes,yes,no,1.999631,0.941336,Public_Transportation,Body Level 4
Male,20.0,1.98,125.0,yes,2.0,3.0,Sometimes,no,3.0,Always,yes,no,1.0,1.0,Public_Transportation,Body Level 4
Female,25.617227,1.628019,108.265922,yes,3.0,1.6213,Sometimes,no,3.0,Sometimes,yes,no,0.090917,0.438216,Public_Transportation,Body Level 4
Female,19.090023,1.562434,70.442775,no,2.748243,1.962322,no,no,3.070386,Sometimes,yes,no,1.145752,1.0,Public_Transportation,Body Level 3
Female,25.902283,1.669701,104.585783,yes,3.0,1.570188,Sometimes,no,3.0,Sometimes,yes,no,0.210351,0.881848,Public_Transportation,Body Level 4
Male,23.0,1.70074,81.32297,yes,2.0,1.5197,Sometimes,no,2.720642,Sometimes,yes,no,0.279375,1.043435,Public_Transportation,Body Level 3
Female,18.288205,1.713564,50.0,yes,1.140615,1.0,Sometimes,no,3.471536,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Female,19.94814,1.530884,39.371523,yes,1.522001,1.98126,Sometimes,no,3.0,Sometimes,no,no,2.306844,0.720454,Public_Transportation,Body Level 1
Female,38.148845,1.557808,79.661693,yes,2.0,1.274774,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Female,20.0,1.65,75.0,yes,3.0,2.0,no,no,1.0,Sometimes,yes,no,1.0,1.0,Public_Transportation,Body Level 3
Male,21.20563,1.704573,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,2.847761,1.413375,Public_Transportation,Body Level 3
Female,23.803904,1.581527,78.089575,yes,2.0,2.0,no,no,1.0,Sometimes,yes,no,0.057758,0.0,Public_Transportation,Body Level 4
Female,20.891491,1.748313,133.573787,yes,3.0,2.874336,Sometimes,no,3.0,Sometimes,yes,no,1.624981,0.825609,Public_Transportation,Body Level 4
Male,22.906886,1.81955,120.775439,yes,2.636719,1.967591,Sometimes,no,2.806341,Sometimes,yes,no,1.525384,0.315595,Public_Transportation,Body Level 4
Male,31.627962,1.762389,118.548733,yes,2.998441,2.462916,Sometimes,no,3.0,Sometimes,yes,no,0.554646,1.99219,Automobile,Body Level 4
Female,26.0,1.62788,104.92057,yes,3.0,2.588107,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.465607,Public_Transportation,Body Level 4
Female,16.0,1.66,58.0,no,2.0,1.0,no,no,1.0,Sometimes,no,no,0.0,1.0,Walking,Body Level 2
Male,24.000307,1.607939,100.618239,yes,2.877743,1.000463,no,no,1.311797,Sometimes,yes,no,0.182249,1.4312,Public_Transportation,Body Level 4
Male,19.0,1.67,68.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 2
Male,18.0,1.71889,52.058335,yes,1.950742,1.751723,Sometimes,no,3.0,Sometimes,yes,no,0.201136,1.743319,Public_Transportation,Body Level 1
Male,25.45763,1.837399,95.952027,yes,1.122127,2.0,Sometimes,no,2.865657,Sometimes,yes,no,1.28775,1.944177,Public_Transportation,Body Level 3
Male,29.389239,1.681855,90.0,yes,2.08841,2.773236,Sometimes,no,2.644692,Sometimes,yes,no,1.252472,0.0,Automobile,Body Level 4
Female,23.0,1.7,56.0,no,3.0,3.0,no,no,4.0,Always,no,yes,3.0,0.0,Automobile,Body Level 2
Female,19.0,1.54,42.0,yes,3.0,2.0,no,no,1.0,Sometimes,no,no,0.0,1.0,Public_Transportation,Body Level 1
Female,20.634694,1.568188,67.904023,no,2.512719,1.131169,no,no,3.0,Sometimes,yes,no,0.095389,1.0,Public_Transportation,Body Level 3
Female,21.682367,1.732383,133.043941,yes,3.0,1.610768,Sometimes,no,3.0,Sometimes,yes,no,1.510398,0.931455,Public_Transportation,Body Level 4
Male,20.432717,1.719342,80.790813,yes,2.215464,1.80996,no,no,2.116195,Sometimes,yes,no,1.910577,0.971746,Public_Transportation,Body Level 3
Male,19.850524,1.785062,104.187314,yes,2.0,2.15157,no,no,3.0,Sometimes,yes,no,1.605983,0.0,Public_Transportation,Body Level 4
Female,23.0,1.611058,84.191125,yes,2.14128,2.519841,no,no,2.989112,Sometimes,yes,no,2.11137,0.013483,Public_Transportation,Body Level 4
Female,18.0,1.644682,68.392133,yes,2.0,1.344539,no,no,1.131695,Sometimes,yes,no,0.0,1.59257,Public_Transportation,Body Level 3
Female,25.834018,1.62456,110.10589,yes,3.0,1.81786,Sometimes,no,3.0,Sometimes,yes,no,0.011161,0.447224,Public_Transportation,Body Level 4
Male,19.0,1.82,87.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.0,0.0,Public_Transportation,Body Level 3
Female,18.771001,1.746652,133.800129,yes,3.0,2.869234,Sometimes,no,3.0,Sometimes,yes,no,1.465931,0.627886,Public_Transportation,Body Level 4
Male,22.976188,1.825718,121.236915,yes,2.397284,1.983973,Sometimes,no,2.89292,Sometimes,yes,no,1.859667,0.0026,Public_Transportation,Body Level 4
Female,19.262934,1.741014,132.57927,yes,3.0,2.436261,Sometimes,no,3.0,Sometimes,yes,no,1.464674,0.87092,Public_Transportation,Body Level 4
Female,23.455303,1.677672,114.470482,yes,3.0,2.426094,Sometimes,no,3.0,Sometimes,yes,no,0.294763,0.737226,Public_Transportation,Body Level 4
Male,30.551762,1.784377,102.872505,yes,2.271306,1.771198,Sometimes,no,3.0,Sometimes,yes,no,2.0,0.413752,Automobile,Body Level 4
Male,18.0,1.840138,60.0,yes,3.0,2.0,no,no,4.0,Sometimes,yes,no,2.0,0.0,Automobile,Body Level 1
Male,31.761799,1.751688,119.205308,yes,2.14961,2.133876,Sometimes,no,3.0,Sometimes,yes,no,0.393452,0.345887,Automobile,Body Level 4
Female,40.466313,1.559005,77.601483,yes,2.0,1.572371,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Female,19.442663,1.627812,82.0,yes,1.081585,1.11756,Sometimes,no,2.870661,Sometimes,yes,no,0.0,1.616826,Public_Transportation,Body Level 4
Female,43.726081,1.592316,77.00103,yes,2.0,2.806922,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Female,21.760734,1.73581,135.346677,yes,3.0,2.611654,Sometimes,no,3.0,Sometimes,yes,no,1.618512,0.868788,Public_Transportation,Body Level 4
Male,30.967417,1.688436,90.0,yes,2.180047,2.77962,Sometimes,no,2.733077,Sometimes,yes,no,1.454129,0.0,Automobile,Body Level 4
Male,18.525834,1.776989,57.275946,yes,2.0,2.575535,no,no,3.747163,Sometimes,yes,no,2.0,1.84383,Automobile,Body Level 1
